"","NAME","CITY","STATE","ZIP","LAT","LON","HIGHDEG","TYPE","RELIGIOUS","ONLINE","AVGFACSAL","TUIREVSTU","INCOSTSTU","PRGMOFR","OPENADMP","ADM_RATE","TUITIONFEE_IN","TUITIONFEE_OUT","COST","NPT4_PUB","NPT4_PRIV","UGDS","UGDS_MEN","UGDS_WOMEN","UGDS_WHITE","UGDS_BLACK","UGDS_ASIAN","UGDS_HISP","INC_PCT_LO","INC_PCT_M1","INC_PCT_M2","INC_PCT_H1","INC_PCT_H2","FTFTPCTFLOAN","GRAD_DEBT_MDN","LO_INC_DEBT_MDN","MD_INC_DEBT_MDN","HI_INC_DEBT_MDN","MN_EARN_WNE_P6","MN_EARN_WNE_P7","MN_EARN_WNE_P8","MN_EARN_WNE_P9","MN_EARN_WNE_P10","MN_EARN_WNE_INC1_P6","MN_EARN_WNE_INC2_P6","MN_EARN_WNE_INC3_P6","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","CDR3","RPY_1YR_RT","RPY_3YR_RT","RPY_5YR_RT","RPY_7YR_RT"
"4925","American Institute of Beauty","Largo","FL","33771","27.915072","-82.749094",1,3,"NULL","0","NULL","7035","6413","6","1","NULL","NULL","NULL","NULL","NULL","13700","87","0.1494","0.8506","0.4253","0.4023","0.0115","0.1264","0.8102189781","0.1070559611","0.0510948905","PrivacySuppressed","PrivacySuppressed","0.8764","7600","6333","PrivacySuppressed","PrivacySuppressed","17400","PrivacySuppressed","21200","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.05","0.1299019608","0.181598063","0.185840708","0.2054794521"
"4926","North Florida Cosmetology Institute Inc","Tallahassee","FL","32312","30.476972","-84.294583",1,3,"NULL","0","NULL","10158","1505","7","1","NULL","NULL","NULL","NULL","NULL","19324","121","0.1405","0.8595","0.157","0.7438","0","0.0496","0.8516949153","0.0847457627","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.8043","9500","6334","PrivacySuppressed","PrivacySuppressed","19700","NULL","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.081","0.1187739464","0.1691729323","0.2242152466","0.247706422"
"4927","Florida Academy of Health & Beauty","Oakland Park","FL","33311","26.16627","-80.181569",1,3,"NULL","0","NULL","8557","2352","4","1","NULL","NULL","NULL","NULL","NULL","13232","43","0.0698","0.9302","0","0.9535","0","0.0465","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.9091","5500","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","15300","NULL","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.254","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL"
"4928","Augusta School of Massage","Evans","GA","30809","33.529159","-82.135503",1,3,"NULL","0","NULL","7271","2198","1","1","NULL","NULL","NULL","NULL","NULL","8028","29","0.1724","0.8276","0.4138","0.4483","0.0345","0","0.7","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.6667","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.031","0.3225806452","0.3723404255","0.5","0.3684210526"
"4929","ATA College","Louisville","KY","40223","38.223667","-85.563365",2,3,"NULL","0","6137","20050","7788","NULL","1","NULL","13025","13025","25997","NULL","20968","352","0.0568","0.9432","0.4545","0.3778","0.0028","0.0341","0.7627118644","0.1322033898","0.0627118644","0.0271186441","0.0152542373","0.9697","17667","12667","14000","11333","26200","PrivacySuppressed","28800","NULL","PrivacySuppressed","23200","30700","32100","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.149","0.2230971129","0.2699228792","0.2820267686","0.3622291022"
"4930","SUM Bible College and Theological Seminary","El Dorado Hills","CA","95762","38.620464","-121.055684",4,2,"27","0","2959","5656","2958","NULL","2","0.6599","9964","9964","27296","NULL","21366","447","0.4877","0.5123","0.4452","0.1924","0.0694","0.2617","0.4910025707","0.205655527","0.1722365039","0.0899742931","0.0411311054","0.8333","24612","13000","11689","13000","25100","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.234","0.2782258065","0.312","0.4140127389","0.3272727273"
"4931","Compass Career College","Hammond","LA","70403","30.476327","-90.479356",1,3,"NULL","0","NULL","13213","3901","7","1","NULL","NULL","NULL","NULL","NULL","13699","226","0.1726","0.8274","0.4779","0.4912","0","0.031","0.753125","0.115625","0.071875","PrivacySuppressed","PrivacySuppressed","0.619","9500","8500","9449","7500","21000","NULL","23200","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.164","0.5714285714","0.5555555556","0.3820224719","0.5245901639"
"4932","Hair Expressions Academy","Rockville","MD","20852","39.061372","-77.115852",1,3,"NULL","0","NULL","8825","9528","3","1","NULL","NULL","NULL","NULL","NULL","14485","103","0.0194","0.9806","0.4369","0.301","0.1165","0.1456","0.6031746032","0.1507936508","0.119047619","0.0687830688","0.0582010582","0.9239","9833","9500","9500","9833","24900","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.165","0.4423076923","0.480952381","0.4852071006","0.6091954023"
"4933","Nuvo College of Cosmetology","Norton Shores","MI","49441","43.190304","-86.266315",1,3,"NULL","0","NULL","6805","3358","3","1","NULL","NULL","NULL","NULL","NULL","12222","87","0.092","0.908","0.6322","0.2529","0","0.0805","0.7049180328","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.5","5500","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","15900","NULL","17400","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0","0.1333333333","0.2105263158","0.3095238095","0.3064516129"
"4934","WellSpring School of Allied Health-Kansas City","Kansas City","MO","64114-3313","38.963226","-94.604997",2,3,"NULL","0","3708","14335","4615","6","1","NULL","NULL","NULL","NULL","NULL","19537","166","0.2108","0.7892","0.6627","0.259","0.012","0.0482","0.6352201258","0.1477987421","0.1163522013","0.0534591195","0.0471698113","0.8816","7917","7917","7917","5500","25600","NULL","30700","NULL","PrivacySuppressed","17900","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.069","0.4784688995","0.5311004785","0.5439330544","0.512345679"
"4935","Institute of Health & Technology","Hattiesburg","MS","39402","31.319765","-89.349842",1,3,"NULL","0","NULL","4888","1358","3","1","NULL","NULL","NULL","NULL","NULL","18975","139","0.0288","0.9712","0.1007","0.8921","0","0","0.8956521739","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.6098","7114","7114","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.226","0.277027027","0.3057324841","0.6","0.5161290323"
"4936","The Salon Professional Academy-Fargo","Fargo","ND","58103","46.859013","-96.858729",1,3,"NULL","0","NULL","13721","7918","4","1","NULL","NULL","NULL","NULL","NULL","13118","108","0.0185","0.9815","0.8889","0.037","0.0278","0.0093","0.3551401869","0.1308411215","0.1962616822","0.1682242991","0.1495327103","0.6364","12000","11416","12000","12000","24000","NULL","25500","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.111","0.593220339","0.65","0.6511627907","0.6960784314"
"4937","Institute of Professional Careers","Las Vegas","NV","89119","36.108304","-115.118724",1,3,"NULL","0","NULL","14693","23088","1","1","NULL","NULL","NULL","NULL","NULL","NULL","1","1","0","0","0","0","1","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.075","PrivacySuppressed","0.5","PrivacySuppressed","PrivacySuppressed"
"4938","Aveda Institute-New York","New York","NY","10013","40.725861","-74.00497",1,3,"NULL","0","NULL","16394","11405","2","1","NULL","NULL","NULL","NULL","NULL","23170","210","0.119","0.881","0.2048","0.2667","0.0524","0.2714","0.6517241379","0.1413793103","0.075862069","0.0517241379","0.0793103448","0.6444","6333","6333","6333","5500","29500","PrivacySuppressed","40900","NULL","PrivacySuppressed","26800","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.156","0.5147058824","0.5023809524","0.6511627907","0.6715867159"
"4939","MyrAngel Beauty Institute","San Lorenzo","PR","00754","18.188811","-65.961757",1,3,"NULL","0","NULL","4779","3886","5","1","NULL","NULL","NULL","NULL","NULL","10881","153","0.2092","0.7908","0","0","0","1","0.9678899083","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","18600","NULL","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL"
"4940","Tennessee Career Institute","Columbia","TN","38401","35.600536","-87.076458",1,3,"NULL","0","NULL","6915","3963","4","1","NULL","NULL","NULL","NULL","NULL","12889","34","0.1176","0.8824","0.6471","0.3529","0","0","0.7155963303","0.1559633028","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.8333","7917","6570","PrivacySuppressed","PrivacySuppressed","17200","NULL","22000","NULL","PrivacySuppressed","15400","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","0.2901785714","0.3466666667","0.3396946565","0.3944444444"
"4941","Texas Health School","Houston","TX","77079","29.78349","-95.57971",1,3,"NULL","0","NULL","8583","2387","6","1","NULL","NULL","NULL","NULL","NULL","17773","139","0.0647","0.9353","0.1295","0.518","0.0432","0.259","0.6818181818","0.1704545455","0.0909090909","PrivacySuppressed","PrivacySuppressed","0.3488","7593","7593","PrivacySuppressed","PrivacySuppressed","21300","NULL","25500","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.07","0.3913043478","0.4114832536","0.4375","0.4512195122"
"4942","Paul Mitchell the School-Logan","Logan","UT","84321","41.726961","-111.835966",1,3,"NULL","0","NULL","7602","3535","6","1","NULL","NULL","NULL","NULL","NULL","14320","132","0.0227","0.9773","0.8258","0","0","0.1136","0.5648854962","0.1297709924","PrivacySuppressed","0.1297709924","PrivacySuppressed","0.8519","8028","7667","8158","7667","PrivacySuppressed","NULL","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.063","0.5283018868","0.4727272727","0.5084745763","0.5384615385"
"4943","Careers Unlimited","Orem","UT","84058","40.275775","-111.731006",3,3,"NULL","0","8500","18934","5285","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","179","0.0279","0.9721","0.8547","0","0.0223","0.0782","0.4615384615","0.1538461538","0.1666666667","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","32896","32704","19937","37200","PrivacySuppressed","28200","NULL","PrivacySuppressed","36600","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0","0.8979591837","0.8979591837","0.8897058824","PrivacySuppressed"
"4944","Mountainland Technical College","Lehi","UT","84043","40.419941","-111.886031",1,1,"NULL","0","NULL","2469","6714","56","1","NULL","NULL","NULL","NULL","NULL","NULL","1797","0.5765","0.4235","0.8047","0.01","0.0078","0.1519","0.6085714286","0.2142857143","0.1457142857","PrivacySuppressed","PrivacySuppressed","0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","21500","NULL","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL"
"4945","Avi Career Training","Great Falls","VA","22066","38.974295","-77.296823",1,3,"NULL","0","NULL","14926","9718","4","1","NULL","NULL","NULL","NULL","NULL","15685","25","0","1","0.6","0.28","0","0.12","0.7","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.8261","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.116","0.5396825397","0.619047619","0.5584415584","0.4"
"4946","Mountain State School of Massage","Charleston","WV","25304","38.317659","-81.579417",1,3,"NULL","0","NULL","15290","2900","1","1","NULL","NULL","NULL","NULL","NULL","20705","18","0.1667","0.8333","0.8889","0.0556","0","0","0.5740740741","0.2037037037","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.9091","8181","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.2","0.4615384615","0.4150943396","0.358974359","0.3442622951"
"4947","Doane University-Graduate and Professional Studies","Lincoln","NE","68504","40.815541","-96.650758",4,2,"NULL","0","5825","10087","8759","NULL","1","NULL","11370","11370","NULL","NULL","NULL","490","0.3469","0.6531","0.7796","0.0612","0.0204","0.0816","0.2791625125","0.1385842473","0.1635094716","0.2043868395","0.2143569292","0","24074","18063","17187","18599","38300","39600","43500","44700","48200","34300","40000","39600","44100","46500","53700","0.057","0.5841683367","0.6454720617","0.7253363229","0.8053204353"
"4948","Eastern International College-Belleville","Belleville","NJ","07109","40.789635","-74.152439",3,3,"NULL","0","5417","25266","5699","NULL","1","NULL","21225","21225","25380","NULL","20527","257","0.1089","0.8911","0.2257","0.3774","0.0506","0.323","0.6170731707","0.1853658537","0.1","0.0512195122","0.0463414634","0.8333","24755","10539","18025","15750","23100","38500","24900","35300","38900","20600","PrivacySuppressed","PrivacySuppressed","32100","PrivacySuppressed","PrivacySuppressed","0.028","0.2011494253","0.2745098039","0.3196428571","0.3421052632"
"4949","Broken Arrow Beauty College-Tulsa","Tulsa","OK","74133","36.060431","-95.852816",1,3,"NULL","0","NULL","5373","2592","4","1","NULL","NULL","NULL","NULL","NULL","11419","54","0","1","0.5741","0.1481","0.0185","0.037","0.6348547718","0.1576763485","0.1161825726","PrivacySuppressed","PrivacySuppressed","0.9091","6333","6333","6333","7000","18200","17600","21200","18100","23600","15800","PrivacySuppressed","PrivacySuppressed","21200","PrivacySuppressed","PrivacySuppressed","0.175","0.4022556391","0.3917910448","0.3861003861","0.4965986395"
"4950","Universal Technical Institute of Northern California Inc","Sacramento","CA","95834","38.64575","-121.529503",2,3,"NULL","0","5496","13584","3509","12","1","NULL","NULL","NULL","NULL","NULL","21889","1278","0.9562","0.0438","0.2817","0.0211","0.0595","0.4703","0.5391521197","0.1842061513","0.1286783042","0.0832917706","0.0646716542","0.7855","15434","13581","12000","11470","33600","33100","38600","34100","41600","29900","35400","37300","37500","43600","45000","0.144","0.3709764237","0.410058855","0.4230961506","0.5047629357"
"4951","West Hills College-Lemoore","Lemoore","CA","93245","36.292431","-119.823866",2,1,"NULL","0","10500","494","5526","NULL","1","NULL","1380","11130","15565","7594","NULL","3893","0.374","0.626","0.2076","0.0468","0.0552","0.6391","0.6556188503","0.2009321595","0.1289487312","PrivacySuppressed","PrivacySuppressed","0.0176","10500","8500","PrivacySuppressed","PrivacySuppressed","28300","NULL","PrivacySuppressed","NULL","PrivacySuppressed","25500","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.204","0.1851851852","0.2580645161","0.2969432314","0.3113772455"
"4952","Stautzenberger College-Brecksville","Brecksville","OH","44141","41.288862","-81.645056",2,3,"NULL","0","4700","11549","4553","NULL","1","NULL","14843","14843","16427","NULL","11768","324","0.0802","0.9198","0.679","0.2346","0.0062","0.0494","0.6890080429","0.1233243968","0.095844504","0.0596514745","0.0321715818","1","13574","9600","10852","10375","23000","25200","24800","32100","29100","21200","26500","24500","24500","34800","38400","0.12","0.1993262212","0.2423907028","0.2932288752","0.3882042254"
"4953","Stone Academy-East Hartford","East Hartford","CT","06108","41.779013","-72.606686",1,3,"NULL","0","NULL","14064","5992","5","1","NULL","NULL","NULL","NULL","NULL","14494","477","0.0797","0.9203","0.1929","0.5241","0.0231","0.1929","0.702342918","0.1602768903","0.0782747604","0.0346112886","0.0244941427","0.5192","13916","9994","10819","12000","27000","21200","26600","28000","24200","22700","35800","42300","22100","PrivacySuppressed","PrivacySuppressed","0.191","0.240913811","0.2608247423","0.3118811881","0.3401109057"
"4954","Unitech Training Academy-Houma","Houma","LA","70364","29.633202","-90.75482",1,3,"NULL","0","NULL","16733","6468","5","1","NULL","NULL","NULL","NULL","NULL","22407","97","0.0412","0.9588","0.5773","0.3814","0","0.0103","0.8616197183","0.0753521127","0.0299295775","0.0179577465","0.0151408451","0.8459","9002","7331","7125","6333","17200","18100","19800","NULL","20900","16600","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.214","0.4608472401","0.395465995","0.3409906676","0.3191153239"
"4955","Rasmussen College-Illinois","Rockford","IL","61108-2513","42.267628","-88.998854",3,3,"NULL","0","5742","19170","4656","NULL","1","NULL","10935","10935","21850","NULL","16713","1723","0.1045","0.8955","0.3453","0.2751","0.0302","0.1747","0.5667177131","0.1794282797","0.1225114855","0.0795303726","0.0518121491","0.8288","18651","9500","12845","12528","29900","29400","32700","33500","34300","24200","33300","41200","30000","38100","36900","0.073","0.2938473831","0.3513632366","0.3416598744","0.3830059778"
"4956","International Institute for Restorative Practices","Bethlehem","PA","18018","40.62154","-75.381582",4,2,"NULL","0","6930","10566","68769","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"4957","Educational Technical College-Recinto de Coamo","Coamo","PR","00769","18.08045","-66.36138",1,3,"NULL","0","NULL","4283","1573","9","1","NULL","NULL","NULL","NULL","NULL","12054","96","0.1771","0.8229","0","0","0","1","0.9556650246","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","15800","16400","18000","20200","18200","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL"
"4958","CollegeAmerica-Colorado Springs","Colorado Springs","CO","80909","38.862312","-104.758069",3,2,"NULL","0","5272","13881","4281","NULL","1","NULL","16972","16972","32284","NULL","25355","143","0.4615","0.5385","0.3497","0.2448","0.014","0.2448","0.6831858407","0.1840707965","0.0920353982","PrivacySuppressed","PrivacySuppressed","0.6585","26725","17040","17213","22118","21200","24100","23800","30900","29100","18600","27100","28000","25700","34000","35300","0.107","0.1247216036","0.1764705882","0.2166064982","0.2231121281"
"4959","CollegeAmerica-Fort Collins","Fort Collins","CO","80525","40.523124","-105.080277",3,2,"NULL","0","6304","13083","5386","NULL","1","NULL","16972","16972","32089","NULL","26769","113","0.3009","0.6991","0.5664","0.0177","0.0088","0.2655","0.6831858407","0.1840707965","0.0920353982","PrivacySuppressed","PrivacySuppressed","0.9048","26725","17040","17213","22118","21200","24100","23800","30900","29100","18600","27100","28000","25700","34000","35300","0.107","0.1247216036","0.1764705882","0.2166064982","0.2231121281"
"4960","Automotive Training Center-Warminster","Warminster","PA","18974","40.200656","-75.075375",1,3,"NULL","0","NULL","11980","7257","6","1","NULL","NULL","NULL","NULL","NULL","10989","304","0.9474","0.0526","0.4934","0.1316","0.0362","0.3158","0.4930939227","0.1754143646","0.1464088398","0.1022099448","0.0828729282","0.9144","16701","13000","13000","13000","31600","38700","38300","41100","44900","29000","32700","33600","39200","43700","49100","0.15","0.5267379679","0.5420560748","0.5475059382","0.5306451613"
"4961","Empire Beauty School-Milwaukee","Milwaukee","WI","53221","42.94256","-87.950452",1,3,"NULL","0","NULL","7960","7187","1","1","NULL","NULL","NULL","NULL","NULL","13438","117","0.0427","0.9573","0.0598","0.7436","0.0085","0.1282","0.7448920023","0.11558669","0.0735551664","0.0350262697","0.0309398716","1","11982","7917","8028","8220","20000","18100","20900","17200","23000","18000","PrivacySuppressed","PrivacySuppressed","21400","PrivacySuppressed","PrivacySuppressed","0.14","0.186697783","0.2255125285","0.2204610951","0.2823984526"
"4962","University of South Florida-St Petersburg","St. Petersburg","FL","33701-9807","27.763872","-82.636136",4,1,"NULL","0","9574","4998","6510","NULL","2","0.3865","5821","16736","19849","11788","NULL","4073","0.3587","0.6413","0.6199","0.0761","0.0349","0.1871","0.4572891772","0.1783543872","0.1472174804","0.1022191874","0.1149197678","0.434","18750","15822","15645","15000","39400","38600","43300","44300","48500","37500","40700","40400","47000","49200","49800","0.012","0.5123542782","0.5749133749","0.6374633431","0.6919716956"
"4963","Triangle Tech Inc-Bethlehem","Bethlehem","PA","18017","40.65445","-75.428281",2,3,"NULL","0","3835","13399","6411","NULL","1","NULL","17427","17427","25780","NULL","20762","134","0.9478","0.0522","0.6642","0.0448","0.0075","0.2463","0.4972972973","0.1459459459","0.1648648649","0.0972972973","0.0945945946","0.7692","12000","13699","12000","12000","37300","39500","44000","36900","46100","32700","38200","43500","42100","48200","47000","0.066","0.5809018568","0.6206896552","0.5869074492","0.6478873239"
"4964","Arizona State University-Downtown Phoenix","Phoenix","AZ","85004","33.452914","-112.07347",4,1,"NULL","0","9177","12487","9185","NULL","2","0.8062","10822","28336","25851","11741","NULL","8697","0.3198","0.6802","0.4725","0.0585","0.0568","0.3216","0.4241983308","0.1718097957","0.1433395563","0.1075938941","0.153058423","0.3984","20349","14980","14396","14000","42200","NULL","48800","NULL","55500","40300","43200","43400","53100","55400","58500","0.062","0.5356606607","0.5848558828","0.6269202634","0.6762814137"
"4965","Milan Institute-Fresno","Fresno","CA","93704","36.822404","-119.795645",1,3,"NULL","0","NULL","6014","1866","5","1","NULL","NULL","NULL","NULL","NULL","17506","417","0.2542","0.7458","0.2014","0.0695","0.0528","0.6211","0.7739987285","0.1068022886","0.0699300699","0.0305149396","0.0187539733","0.7428","6968","6333","5500","5346","18900","19000","21000","19700","22000","17500","22400","22200","20100","PrivacySuppressed","PrivacySuppressed","0.17","0.2168217856","0.2476060192","0.2536302033","0.3088768116"
"4966","Branford Hall Career Institute-Albany Campus","Albany","NY","12210","42.656424","-73.761767",1,3,"NULL","0","NULL","21691","8630","2","1","NULL","NULL","NULL","NULL","NULL","28945","29","0.1379","0.8621","0","0.5172","0","0.0345","0.7633396108","0.120527307","0.0596359071","0.0285624608","0.0279347144","0.4455","9427","7650","7250","7240","26600","27000","28300","30600","30200","23000","31700","31400","26300","34600","38000","0.297","0.2931808902","0.3316419728","0.3759141882","0.3675440258"
"4967","Harris School of Business-Linwood Campus","Linwood","NJ","08221","39.348058","-74.580524",1,3,"NULL","0","NULL","18411","5099","4","1","NULL","NULL","NULL","NULL","NULL","26333","108","0.1852","0.8148","0.3241","0.287","0.0463","0.213","0.8707794915","0.0804501876","0.0287619842","0.0133388912","0.0066694456","0.337","9498","7916","7903","5500","22000","24700","23400","29100","26400","19800","26800","26800","24300","PrivacySuppressed","PrivacySuppressed","0.416","0.1725490196","0.215234375","0.2774070543","0.2887423457"
